# XDI/1.0 Athena/0.9.24
# Element.edge:                  K
# Element.symbol:                N
# Column.1:                      energy eV
# Column.2:                      norm
# Column.3:                      nbkg
# Column.4:                      flat
# Column.5:                      fbkg
# Column.6:                      nder
# Column.7:                      nsec
# Athena.e0:                     400
# Athena.eshift:                 0
# Athena.rbkg:                   1.0
# Athena.importance:             1
# Athena.standard:               None
# Athena.bkg_kweight:            2
# Athena.edge_step:              0.0002820
# Athena.fixed_step:             no
# Athena.pre_edge_range:         -20.206 -1.606
# Athena.pre_edge_line:          0.002421 - 4.14502e-006 * E
# Athena.normalization_range:    19.827 50.632
# Athena.post_edge_polynomial:   0.003208 - 5.40903e-006 * E + 0 * E^2 + 0 * E^3
# Athena.spline_range_energy:    0.000 185.624
# Athena.clamps:                 0 24
# Athena.spline_range_k:         0.000 6.980
# Athena.kweight:                2
# Athena.window:                 hanning
# Athena.phase_correction:       no
# Athena.k_range:                3.000 4.980
# Athena.dk:                     1
# Athena.r_range:                1 3
# Athena.dr:                     0.0
# Athena.window:                 hanning
# Athena.plot_multiplier:        1
# Athena.y_offset:               0
# ///
#------------------------
#   e         norm        nbkg        flat        fbkg        nder        nsec
  417.22432        1.1207102        1.0946185        1.1979054        1.1719036      -0.91583074E-01   -1.6373152
  417.33350        1.1224783        1.0905295        1.2001627        1.1683039      -0.30556822      -0.72834580
  417.45654        1.0497492        1.0859707        1.1279909        1.1642966      -0.26072434        1.6965600
  417.54893        1.0663105        1.0825823        1.1449650        1.1613223       0.59921192E-01   -1.2876397
  417.64688        1.0611541        1.0790217        1.1402481        1.1582007      -0.50580337      -0.73940296
  417.75508       0.96203800        1.0751264        1.0416249        1.1547904      -0.92508429E-01    5.2773688
  417.85312        1.0420742        1.0716311        1.1220942        1.1517346       0.58265393       0.68485963
  417.95645        1.0793654        1.0679829        1.1598455        1.1485496       0.45399837E-01   -4.0988272
  418.04766        1.0509059        1.0647922        1.1317971        1.1457677      -0.21469585       -1.5720458
  418.14785        1.0382712        1.0613193        1.1196126        1.1427439      -0.25549963      -0.65049565
  418.23213        1.0037732        1.0584240        1.0854951        1.1402263      -0.33469454      -0.86605944
  418.32549       0.97881722        1.0552442        1.0609595        1.1374650      -0.40934357        4.3187809
  418.40527       0.93289761        1.0525495        1.0154012        1.1351279       0.41307863        4.0364469
  418.49531        1.0489680        1.0495336        1.1318659        1.1325156       0.27614279       -1.3128578
  418.57725       0.98038664        1.0468122        1.0636573        1.1301615       0.18730293        1.9956178
  418.67754        1.0830995        1.0435109        1.1668115        1.1273097       0.63979743       -2.1637956
  418.76641        1.1014108        1.0406128        1.1855196        1.1248100      -0.22200087       -3.8422589
  418.88379        1.0373119        1.0368239        1.1219520        1.1215472      -0.15266847       -1.1237299
  418.97734        1.0692073        1.0338357        1.1542642        1.1189784      -0.45903765      -0.60012181
  419.08887       0.94317329        1.0303101        1.0287402        1.1159526      -0.27574031        1.8565488
  419.20020        1.0077581        1.0268300        1.0938188        1.1129715      -0.45302780E-01   0.31056948
  419.32197       0.93261297        1.0230679        1.0192256        1.1097553      -0.20334486       0.14935632
  419.42920       0.96119134        1.0197938        1.0482823        1.1069618      -0.11099601E-01    1.8428619
  419.54658       0.93011989        1.0162506        1.0177395        1.1039448       0.21057907        2.1432833
  419.64688        1.0070293        1.0132570        1.0950922        1.1014007       0.45544130       -2.6264044
  419.75957        1.0271236        1.0099302        1.1156900        1.0985790      -0.34881434       -2.5417767
  419.86094       0.93236124        1.0069709        1.0213897        1.0960741      -0.88657779E-01   0.25743388
  421.16484       0.90253514       0.97162702       0.99741047        1.0665747       0.12950644E-01   0.24494250E-01
  422.72979       0.96951466       0.93549939        1.0713992        1.0374617      -0.18387506E-01  -0.11808817E-01
  424.23477       0.84608693       0.90665916       0.95472715        1.0153672      -0.23301503E-01   0.63576570E-02
  425.71182       0.90002886       0.88341524        1.0152854       0.99874392       0.57122551E-03   0.25703550E-02
  427.36182       0.84787318       0.86270208       0.97052969       0.98542659      -0.15263872E-01   0.50283124E-02
  429.05313       0.84902755       0.84645275       0.97926495       0.97675824       0.17372369E-01   0.12698084E-02
  430.72568       0.90631153       0.83454582        1.0440413       0.97234825      -0.10992405E-01  -0.11746457E-01
  432.48008       0.81135709       0.82563343       0.95695820       0.97129961      -0.22882187E-01   0.14506472E-03
  434.31953       0.82407643       0.81923711       0.97792153       0.97314830      -0.10471065E-01   0.79093792E-02
  436.19287       0.77248020       0.81474890       0.93472633       0.97705699       0.64837007E-02   0.88179074E-02
  438.09463       0.84855304       0.81114331        1.0193174       0.98197568       0.22817397E-01  -0.40485699E-02
  440.03564       0.86016228       0.80724467        1.0396259       0.98677728      -0.90740360E-02  -0.12382457E-01
  442.03037       0.81283997       0.80171138        1.0012484       0.99018499      -0.25916762E-01   0.10639686E-02
  444.05557       0.75597893       0.79313725       0.95346948       0.99068843      -0.47969653E-02   0.13260088E-01
  446.12539       0.79319630       0.77983584       0.99996148       0.98666462       0.28383557E-01  -0.15519408E-02
  448.31162       0.87678090       0.75915063        1.0933387       0.97577879      -0.11402110E-01  -0.19998071E-01
  450.54473       0.74280655       0.72917191       0.96938462       0.95580956      -0.59994636E-01  -0.21760067E-01
